Clave,Nombre,"Población de 6 y más años por condición para leer y escribir, y sexo",Población de 5 y más años por condición de asistencia escolar y sexo,Población de 5 y más años por nivel de escolaridad y sexo,Población de 18 y más años con nivel profesional,Población de 18 y más años con posgrado,Grado promedio de escolaridad de la población de 15 y más años,Población de 5 y más años por condición de habla indígena,"Población de 6 y más años por condición para leer y escribir, y sexo",Población de 5 y más años por condición de asistencia escolar y sexo,Población de 5 y más años por nivel de escolaridad y sexo,Población de 18 y más años con nivel profesional,Población de 18 y más años con posgrado,Grado promedio de escolaridad de la población de 15 y más años,Población de 5 y más años por condición de habla indígena
24038,Tampacán,13802,14193,14193,533,3,6.4,14193,14159,14493,14493,612,29,7,14493
24039,Tampamolón Corona,11800,12205,12205,416,13,6.1,12205,12494,12824,12824,495,21,6.7,12824
24040,Tamuín,30912,31734,31734,1347,46,6.8,31734,33549,34297,34297,1552,110,7.3,34297
24041,Tanlajás,16210,16780,16780,366,8,6.1,16780,16913,17358,17358,427,9,6.6,17358
24042,Tanquián de Escobedo,11715,12015,12015,535,8,6.7,12015,12768,13077,13077,828,37,7.4,13077
24043,Tierra Nueva,7759,7982,7982,101,2,4.9,7982,7956,8123,8123,167,4,5.6,8123
24044,Vanegas,6114,6264,6264,76,1,5.8,6264,6852,7019,7019,100,4,6.1,7019
24045,Venado,12121,12434,12434,313,7,5.9,12434,12861,13179,13179,397,23,6.4,13179
24046,Villa de Arriaga,12665,13051,13051,94,0,5.4,13051,14023,14409,14409,120,4,6,14409
24047,Villa de Guadalupe,8052,8264,8264,34,1,4.6,8264,8615,8828,8828,36,4,5.1,8828
24048,Villa de la Paz,4316,4431,4431,157,4,7.1,4431,4677,4783,4783,247,9,7.4,4783
24049,Villa de Ramos,29358,30260,30260,120,5,4.8,30260,32604,33484,33484,140,12,5.4,33484
24050,Villa de Reyes,35512,36602,36602,419,19,5.9,36602,40412,41439,41439,638,32,6.6,41439
24051,Villa Hidalgo,12297,12582,12582,145,3,5.6,12582,13173,13450,13450,241,5,6.3,13450
24052,Villa Juárez,8689,8885,8885,88,9,4.7,8885,9056,9232,9232,113,10,5.3,9232
24053,Axtla de Terrazas,28280,29068,29068,1334,27,6.8,29068,29186,29880,29880,1635,76,7.5,29880
24054,Xilitla,42130,43546,43546,846,21,6,43546,44306,45575,45575,1117,51,6.7,45575
24055,Zaragoza,19043,19651,19651,127,3,5.5,19651,21170,21722,21722,185,5,6.1,21722
24056,Villa de Arista,11941,12329,12329,124,4,5.3,12329,13377,13751,13751,239,11,6.1,13751
24057,Matlapa,24890,25754,25754,837,17,5.9,25754,26089,26838,26838,1085,78,6.6,26838
24058,El Naranjo,16082,16478,16478,476,27,6.4,16478,17949,18334,18334,780,21,7.1,18334
24996,No especificado,,,,,,,,,,,,,,
24997,Otros estados,,,,,,,,,,,,,,
24998,Otros municipios,,,,,,,,,,,,,,
25001,Ahome,331389,339105,339105,42427,1324,9.2,339105,371077,378618,378618,55862,2646,9.6,378618
25002,Angostura,37184,38032,38032,2788,64,7.5,38032,40495,41279,41279,3745,122,8.1,41279
25003,Badiraguato,27667,28450,28450,510,9,5.5,28450,26270,26924,26924,517,42,6.2,26924
25004,Concordia,23534,24096,24096,1555,54,7,24096,25300,25823,25823,1956,66,7.6,25823
25005,Cosalá,15194,15623,15623,609,8,6.1,15623,14516,14880,14880,516,24,6.6,14880
25006,Culiacán,670918,686650,686650,112066,3804,9.4,686650,755671,772198,772198,141588,8224,9.9,772198
25007,Choix,27271,27965,27965,519,9,5.4,27965,28962,29641,29641,706,29,5.9,29641
25008,Elota,38650,39756,39756,1901,23,6.3,39756,37159,38145,38145,2405,73,7.3,38145
25009,Escuinapa,42978,43999,43999,3526,73,7.9,43999,47397,48421,48421,4700,201,8.4,48421
25010,El Fuerte,79135,80895,80895,4631,109,7.2,80895,86804,88599,88599,6434,233,7.8,88599
25011,Guasave,234401,239761,239761,23018,544,8,239761,254861,260023,260023,29151,1215,8.6,260023
25012,Mazatlán,347561,355409,355409,51822,2137,9.4,355409,391882,399659,399659,65523,3929,9.8,399659
25013,Mocorito,38922,39791,39791,1820,44,6.3,39791,41080,41887,41887,2453,110,6.9,41887
25014,Rosario,41281,42222,42222,3144,92,7.5,42222,43888,44821,44821,3824,236,7.9,44821
25015,Salvador Alvarado,65744,67312,67312,9032,204,9,67312,70247,71745,71745,10330,491,9.4,71745
25016,San Ignacio,20092,20610,20610,757,15,6.2,20610,20030,20475,20475,939,34,6.9,20475
25017,Sinaloa,73467,75355,75355,3003,42,6,75355,77549,79328,79328,3882,111,6.6,79328
25018,Navolato,115863,118697,118697,7186,100,7.1,118697,119358,122039,122039,8721,279,7.7,122039
25996,No especificado,,,,,,,,,,,,,,
25997,Otros estados,,,,,,,,,,,,,,
25998,Otros municipios,,,,,,,,,,,,,,
26001,Aconchi,2185,2218,2218,93,2,7.4,2218,2369,2420,2420,101,16,7.8,2420
26002,Agua Prieta,59143,60834,60834,3349,190,8.3,60834,68430,70185,70185,4366,445,8.8,70185
26003,Alamos,21578,22122,22122,715,16,6.3,22122,23012,23504,23504,1155,78,6.9,23504
26004,Altar,7092,7315,7315,307,8,7.3,7315,7776,7988,7988,354,24,7.7,7988
26005,Arivechi,1153,1175,1175,50,1,6.5,1175,1143,1162,1162,59,3,7.3,1162
26006,Arizpe,2686,2731,2731,77,4,6.8,2731,2739,2789,2789,115,5,7.4,2789
26007,Atil,646,655,655,15,0,7.9,655,562,574,574,32,1,8.2,574
26008,Bacadéhuachi,1108,1138,1138,20,4,6.5,1138,1113,1139,1139,25,6,6.9,1139
26009,Bacanora,700,713,713,19,0,5.8,713,716,728,728,17,1,6.4,728
26010,Bacerac,1207,1232,1232,33,6,6.6,1232,1323,1353,1353,64,8,7.4,1353
26011,Bacoachi,1301,1321,1321,24,2,6.7,1321,1490,1520,1520,62,0,7.4,1520
26012,Bácum,18406,18830,18830,864,28,7.3,18830,20349,20748,20748,1263,47,7.8,20748
26013,Banámichi,1296,1323,1323,60,1,7.5,1323,1465,1497,1497,98,7,8.2,1497
26014,Baviácora,3040,3100,3100,93,0,7.3,3100,3223,3286,3286,136,8,7.7,3286
26015,Bavispe,1108,1131,1131,14,2,6.3,1131,1260,1303,1303,31,2,7,1303
26016,Benjamín Hill,4577,4691,4691,193,8,7.9,4691,4688,4782,4782,237,18,8.3,4782
26017,Caborca,60206,61695,61695,4607,166,7.9,61695,71155,72796,72796,6359,527,8.5,72796
26018,Cajeme,324112,331218,331218,42229,1948,9.3,331218,364109,371115,371115,55001,4797,9.9,371115
26019,Cananea,27414,28058,28058,2413,83,9.2,28058,28985,29640,29640,3131,183,9.7,29640
26020,Carbó,4075,4175,4175,146,1,7.2,4175,4785,4884,4884,134,13,7.3,4884
26021,La Colorada,1626,1654,1654,28,0,6.3,1654,1518,1537,1537,54,1,6.5,1537
26022,Cucurpe,710,725,725,16,1,6,725,849,861,861,18,3,6.6,861
26023,Cumpas,5151,5276,5276,288,7,8,5276,5737,5841,5841,375,27,8.5,5841
26024,Divisaderos,621,630,630,9,0,7,630,728,740,740,23,2,7.9,740
26025,Empalme,44046,45096,45096,2968,93,8.3,45096,47971,48929,48929,3812,290,8.9,48929
26026,Etchojoa,48449,49724,49724,3637,56,7.6,49724,53846,55040,55040,4128,249,8.4,55040
26027,Fronteras,6353,6538,6538,342,15,7.8,6538,7415,7612,7612,520,41,8.6,7612
26028,Granados,825,839,839,40,1,7.6,839,1039,1056,1056,71,5,8.2,1056
26029,Guaymas,116800,119547,119547,11190,543,8.7,119547,132978,135672,135672,15046,1174,9.2,135672
26030,Hermosillo,596402,610824,610824,95991,6003,9.9,610824,687993,702209,702209,123288,11413,10.4,702209
26031,Huachinera,1074,1100,1100,26,1,6.4,1100,1213,1250,1250,33,5,6.9,1250
26032,Huásabas,758,773,773,23,3,7.2,773,874,891,891,37,4,7.9,891
26033,Huatabampo,65529,67058,67058,4722,114,7.8,67058,71027,72454,72454,6573,316,8.5,72454
26034,Huépac,941,954,954,45,2,7.6,954,1049,1073,1073,85,9,8.4,1073
26035,Imuris,9033,9304,9304,384,16,7.5,9304,10737,11000,11000,569,55,8.1,11000
26036,Magdalena,21775,22303,22303,1543,76,8.5,22303,26042,26634,26634,2523,231,9.2,26634
26037,Mazatán,1254,1271,1271,46,6,7.3,1271,1208,1224,1224,62,5,7.7,1224
26038,Moctezuma,3829,3911,3911,417,29,8.8,3911,4224,4322,4322,514,60,9.3,4322
26039,Naco,5093,5251,5251,225,5,8.3,5251,5513,5668,5668,276,22,8.7,5668
26040,Nácori Chico,1537,1574,1574,39,0,6.2,1574,1856,1891,1891,45,0,6.5,1891
26041,Nacozari de García,10212,10482,10482,637,23,8.6,10482,11079,11342,11342,911,51,9.4,11342
26042,Navojoa,125668,128784,128784,12849,526,8.6,128784,139536,142539,142539,17407,1347,9.2,142539
26043,Nogales,158773,163327,163327,12854,708,9.2,163327,187589,192389,192389,17615,1634,9.7,192389
26044,Onavas,364,370,370,3,0,6,370,359,363,363,11,0,6.7,363
26045,Opodepe,2343,2394,2394,46,3,6.6,2394,2562,2622,2622,62,7,7.1,2622
26046,Oquitoa,375,379,379,17,2,7.7,379,403,413,413,20,1,8,413
26047,Pitiquito,7972,8179,8179,467,14,7.9,8179,8482,8641,8641,635,49,8.4,8641
26048,Puerto Peñasco,38238,39243,39243,2929,115,8.5,39243,49577,50831,50831,4379,368,9,50831
26049,Quiriego,2646,2701,2701,29,0,5.1,2701,2992,3063,3063,43,1,5.8,3063
26050,Rayón,1420,1441,1441,36,0,6.7,1441,1469,1487,1487,64,2,7,1487
26051,Rosario,4615,4696,4696,133,2,6.1,4696,4661,4770,4770,155,9,6.6,4770
26052,Sahuaripa,5052,5159,5159,193,10,7,5159,5426,5525,5525,272,20,7.5,5525
26053,San Felipe de Jesús,288,291,291,16,0,7.6,291,358,365,365,30,2,8.5,365
26054,San Javier,214,218,218,8,1,6.5,218,424,431,431,21,2,8,431
26055,San Luis Río Colorado,132936,136487,136487,9378,367,8.1,136487,155790,159678,159678,13094,1058,8.6,159678
26056,San Miguel de Horcasitas,4965,5141,5141,37,1,5.3,5141,7268,7476,7476,91,2,5.9,7476
26057,San Pedro de la Cueva,1305,1325,1325,26,1,6.1,1325,1499,1518,1518,47,0,6.9,1518
26058,Santa Ana,12529,12868,12868,979,59,8.4,12868,14196,14498,14498,1269,132,8.9,14498
26059,Santa Cruz,1482,1530,1530,28,0,7.1,1530,1702,1749,1749,27,2,7.5,1749
26060,Sáric,2109,2170,2170,35,0,6.8,2170,2294,2362,2362,52,4,7,2362
26061,Soyopa,1108,1129,1129,25,3,6.1,1129,1158,1173,1173,40,0,6.6,1173
26062,Suaqui Grande,975,989,989,16,0,6.4,989,1007,1021,1021,30,2,6.8,1021
26063,Tepache,1080,1097,1097,23,1,6.7,1097,1254,1270,1270,22,4,7.1,1270
26064,Trincheras,1431,1461,1461,32,5,6.3,1461,1514,1550,1550,54,6,6.9,1550
26065,Tubutama,1526,1557,1557,35,1,6.5,1557,1554,1587,1587,50,6,7.1,1587
26066,Ures,7637,7775,7775,398,21,7.6,7775,8436,8575,8575,659,31,8.2,8575
26067,Villa Hidalgo,1384,1419,1419,34,2,6.8,1419,1529,1550,1550,41,4,7.3,1550
26068,Villa Pesqueira,1246,1273,1273,30,1,6.8,1273,1153,1173,1173,47,1,7.7,1173
26069,Yécora,5235,5383,5383,69,6,5.7,5383,5314,5422,5422,130,11,6.4,5422
26070,General Plutarco Elías Calles,10444,10762,10762,409,23,7.6,10762,13461,13807,13807,574,62,8,13807
26071,Benito Juárez,17637,18081,18081,928,23,7.4,18081,19517,19928,19928,1283,80,8.1,19928
26072,San Ignacio Río Muerto,11551,11835,11835,459,11,7,11835,12499,12785,12785,771,36,7.7,12785
26996,No especificado,,,,,,,,,,,,,,
26997,Otros estados,,,,,,,,,,,,,,
26998,Otros municipios,,,,,,,,,,,,,,
27001,Balancán,46337,47509,47509,2267,52,6.5,47509,49777,50915,50915,2951,143,7.1,50915
27002,Cárdenas,188377,193803,193803,11030,432,7.4,193803,214144,219519,219519,15998,966,8,219519
27003,Centla,79557,81721,81721,3790,86,7.6,81721,88134,90485,90485,5289,183,8.2,90485
27004,Centro,483798,494004,494004,75849,3728,9.7,494004,555393,566759,566759,98090,7742,10.1,566759
27005,Comalcalco,150204,154096,154096,9408,243,7.4,154096,168187,172026,172026,12882,651,8,172026
27006,Cunduacán,96885,99466,99466,4743,208,7.1,99466,109881,112589,112589,7062,363,7.8,112589
27007,Emiliano Zapata,23244,23798,23798,1566,73,7.6,23798,26099,26678,26678,2610,139,8.4,26678
27008,Huimanguillo,139719,143796,143796,5516,196,6.6,143796,155338,159277,159277,8079,427,7.2,159277
27009,Jalapa,29770,30456,30456,1608,20,7.3,30456,32239,32922,32922,2215,106,8,32922
27010,Jalpa de Méndez,63000,64684,64684,4630,167,8,64684,72262,73988,73988,6151,294,8.6,73988
27011,Jonuta,24568,25181,25181,680,14,6.3,25181,26169,26723,26723,1057,19,7.1,26723
27012,Macuspana,122686,125698,125698,7770,171,7.7,125698,133703,136833,136833,10080,449,8.3,136833
27013,Nacajuca,74934,76666,76666,5491,126,8,76666,99931,102228,102228,11071,586,9,102228
27014,Paraíso,68053,69743,69743,6035,258,8.3,69743,74643,76342,76342,8064,364,8.9,76342
27015,Tacotalpa,37107,38167,38167,1690,18,7,38167,40664,41641,41641,2586,117,7.6,41641
27016,Teapa,42881,43914,43914,2972,92,7.1,43914,47004,48045,48045,3910,231,7.6,48045
27017,Tenosique,48022,49161,49161,2528,94,7,49161,51705,52963,52963,3377,254,7.7,52963
27996,No especificado,,,,,,,,,,,,,,
27997,Otros estados,,,,,,,,,,,,,,
27998,Otros municipios,,,,,,,,,,,,,,
28001,Abasolo,10412,10704,10704,386,14,6.7,10704,10698,10923,10923,373,18,7,10923
28002,Aldama,24389,24991,24991,1148,34,6.5,24991,26031,26579,26579,1215,112,7,26579
28003,Altamira,138880,142568,142568,9002,249,8.1,142568,184321,188585,188585,14816,684,8.7,188585
28004,Antiguo Morelos,7647,7845,7845,280,2,6.3,7845,8054,8223,8223,291,19,6.8,8223
28005,Burgos,4350,4429,4429,71,2,5.6,4429,4112,4186,4186,83,4,5.8,4186
28006,Bustamante,6295,6463,6463,60,5,4.8,6463,6617,6786,6786,96,4,5.3,6786
28007,Camargo,14975,15344,15344,619,28,7,15344,12979,13280,13280,560,65,7.4,13280
28008,Casas,3601,3685,3685,43,2,5.5,3685,3791,3896,3896,41,3,5.9,3896
28009,Ciudad Madero,169774,173111,173111,37685,2329,10.6,173111,177923,180816,180816,42222,3015,10.9,180816
28010,Cruillas,2042,2084,2084,32,2,5.7,2084,1785,1815,1815,36,2,6.2,1815
28011,Gómez Farías,7476,7652,7652,241,3,6.3,7652,7933,8091,8091,346,15,7.1,8091
28012,González,35654,36563,36563,1011,32,5.9,36563,38001,38918,38918,1349,69,6.6,38918
28013,Güémez,12789,13080,13080,250,4,6.4,13080,13845,14151,14151,427,13,7,14151
28014,Guerrero,3395,3474,3474,147,2,7.1,3474,3613,3684,3684,134,13,7.4,3684
28015,Gustavo Díaz Ordaz,13338,13655,13655,912,27,7.5,13655,13984,14244,14244,1048,66,7.8,14244
28016,Hidalgo,20797,21247,21247,478,15,6.4,21247,21347,21757,21757,653,19,7,21757
28017,Jaumave,12143,12449,12449,800,41,6.7,12449,13235,13556,13556,998,45,7.3,13556
28018,Jiménez,7272,7433,7433,351,1,7,7433,7290,7450,7450,399,22,7.7,7450
28019,Llera,15365,15678,15678,514,8,6,15678,15543,15867,15867,623,28,6.8,15867
28020,Mainero,2222,2272,2272,23,0,6.2,2272,2339,2380,2380,37,2,6.7,2380
28021,El Mante,100089,102051,102051,11320,379,8.3,102051,102329,104279,104279,13052,699,8.8,104279
28022,Matamoros,390276,400734,400734,37041,1398,8.7,400734,423419,433086,433086,44312,2681,9,433086
28023,Méndez,4303,4389,4389,93,3,6.1,4389,4031,4100,4100,76,12,5.7,4100
28024,Mier,5784,5897,5897,406,9,7.8,5897,4287,4371,4371,328,16,8.2,4371
28025,Miguel Alemán,20665,21165,21165,1684,79,8,21165,23809,24280,24280,1632,194,8.4,24280
28026,Miquihuana,2913,2994,2994,21,1,5,2994,3095,3172,3172,35,1,5.8,3172
28027,Nuevo Laredo,298627,306739,306739,28679,1243,8.7,306739,317823,325452,325452,34495,2026,9.1,325452
28028,Nuevo Morelos,2694,2754,2754,39,3,6.1,2754,2987,3056,3056,69,3,6.9,3056
28029,Ocampo,10984,11216,11216,465,9,6.2,11216,11562,11793,11793,600,20,6.9,11793
28030,Padilla,11223,11462,11462,411,10,7,11462,12367,12649,12649,693,23,7.6,12649
28031,Palmillas,1381,1422,1422,33,0,5.5,1422,1582,1616,1616,37,1,6,1616
28032,Reynosa,421830,432981,432981,41979,1466,8.9,432981,483145,494925,494925,51913,2993,9.2,494925
28033,Río Bravo,92119,94603,94603,6609,156,7.7,94603,102086,104563,104563,8266,388,8.2,104563
28034,San Carlos,8293,8469,8469,96,2,5.8,8469,8379,8531,8531,128,7,6.2,8531
28035,San Fernando,49771,51008,51008,2448,76,7,51008,50160,51248,51248,2573,182,7.4,51248
28036,San Nicolás,919,945,945,8,0,5.6,945,896,922,922,5,0,5.9,922
28037,Soto la Marina,20033,20527,20527,706,27,6,20527,21738,22211,22211,911,52,6.8,22211
28038,Tampico,269645,275050,275050,50752,2378,10.1,275050,266816,271162,271162,57624,3857,10.6,271162
28039,Tula,22181,22774,22774,771,21,5.6,22774,23986,24559,24559,1320,62,6.5,24559
28040,Valle Hermoso,53696,55075,55075,4256,143,7.8,55075,55321,56563,56563,4599,367,8.2,56563
28041,Victoria,256189,261969,261969,48965,2959,10,261969,283437,289377,289377,59635,5224,10.5,289377
28042,Villagrán,5798,5903,5903,73,5,5.9,5903,5749,5838,5838,108,5,6.2,5838
28043,Xicoténcatl,19556,19954,19954,1388,52,7.4,19954,20489,20881,20881,1643,101,8,20881
28996,No especificado,,,,,,,,,,,,,,
28997,Otros estados,,,,,,,,,,,,,,
28998,Otros municipios,,,,,,,,,,,,,,
29001,Amaxac de Guerrero,6896,7068,7068,842,21,9.4,7068,8717,8931,8931,1224,62,9.9,8931
29002,Apetatitlán de Antonio Carvajal,10806,11025,11025,1730,78,9.9,11025,11833,12092,12092,2064,134,10.2,12092
29003,Atlangatepec,4729,4856,4856,95,0,6.4,4856,5223,5357,5357,133,10,7.1,5357
29004,Atltzayanca,12324,12643,12643,322,3,6.4,12643,13878,14260,14260,380,10,6.9,14260
29005,Apizaco,63755,65159,65159,9015,489,9.6,65159,68017,69407,69407,10887,768,10.1,69407
29006,Calpulalpan,35248,36098,36098,1913,67,7.9,36098,39057,39975,39975,2572,89,8.4,39975
29007,El Carmen Tequexquitla,11721,12073,12073,314,3,6,12073,13168,13508,13508,412,10,6.6,13508
29008,Cuapiaxtla,10583,10881,10881,229,5,6.6,10881,11739,12082,12082,304,10,7.1,12082
29009,Cuaxomulco,3734,3827,3827,230,2,8,3827,4476,4571,4571,333,15,8.6,4571
29010,Chiautempan,54415,55714,55714,6268,268,9.1,55714,58486,59793,59793,7873,363,9.6,59793
29011,Muñoz de Domingo Arenas,3490,3573,3573,119,3,7.3,3573,3712,3808,3808,141,7,7.9,3808
29012,Españita,6914,7078,7078,101,2,6.2,7078,7356,7544,7544,135,8,7,7544
29013,Huamantla,65175,66992,66992,3790,137,7.6,66992,73518,75414,75414,5166,212,8.1,75414
29014,Hueyotlipan,11062,11340,11340,303,10,6.8,11340,12184,12462,12462,478,22,7.4,12462
29015,Ixtacuixtla de Mariano Matamoros,28504,29179,29179,2141,83,8.1,29179,30922,31612,31612,2920,138,8.6,31612
29016,Ixtenco,5541,5656,5656,538,8,8.1,5656,6081,6192,6192,699,38,8.6,6192
29017,Mazatecochco de José María Morelos,7452,7639,7639,254,4,6.8,7639,8469,8687,8687,299,11,7.4,8687
29018,Contla de Juan Cuamatzi,28140,28820,28820,2320,51,8.1,28820,30929,31706,31706,3095,89,8.7,31706
29019,Tepetitla de Lardizábal,13804,14143,14143,1064,33,8.4,14143,16344,16740,16740,1588,50,9,16740
29020,Sanctórum de Lázaro Cárdenas,6606,6763,6763,160,8,7,6763,7432,7616,7616,239,9,7.6,7616
29021,Nanacamilpa de Mariano Arista,13657,13979,13979,449,7,7.1,13979,14565,14908,14908,638,16,7.7,14908
29022,Acuamanala de Miguel Hidalgo,4319,4420,4420,190,5,7.9,4420,4911,5042,5042,281,3,8.4,5042
29023,Natívitas,19076,19519,19519,1220,19,7.9,19519,20806,21278,21278,1683,51,8.4,21278
29024,Panotla,19394,19825,19825,2832,184,9.4,19825,22258,22758,22758,3694,256,9.8,22758
29025,San Pablo del Monte,53791,55393,55393,1756,48,6.8,55393,59919,61545,61545,2530,98,7.3,61545
29026,Santa Cruz Tlaxcala,13103,13466,13466,961,34,8.2,13466,15678,16040,16040,1520,54,8.9,16040
29027,Tenancingo,9156,9372,9372,410,15,6.7,9372,10279,10541,10541,526,27,7.2,10541
29028,Teolocholco,16544,16972,16972,1231,28,8.1,16972,18793,19276,19276,1696,48,8.7,19276
29029,Tepeyanco,7998,8183,8183,818,20,8.8,8183,9554,9762,9762,1206,33,9.3,9762
29030,Terrenate,10614,10909,10909,142,1,6.1,10909,11837,12164,12164,189,7,6.6,12164
29031,Tetla de la Solidaridad,21288,21859,21859,1095,32,7.8,21859,25165,25733,25733,1691,65,8.4,25733
29032,Tetlatlahuca,10109,10336,10336,899,7,8.5,10336,11024,11260,11260,1053,27,8.8,11260
29033,Tlaxcala,72124,73603,73603,15887,1158,10.9,73603,79850,81413,81413,19706,1975,11.3,81413
29034,Tlaxco,31429,32304,32304,742,25,6.5,32304,34830,35684,35684,1140,38,7.2,35684
29035,Tocatlán,4346,4454,4454,220,4,7.6,4454,4923,5040,5040,280,12,8.1,5040
29036,Totolac,17143,17519,17519,3198,181,10.3,17519,18297,18660,18660,3751,278,10.5,18660
29037,Ziltlaltépec de Trinidad Sánchez Santos,6983,7188,7188,183,3,5.8,7188,7115,7299,7299,227,8,6.4,7299
29038,Tzompantepec,10172,10452,10452,802,42,8.6,10452,12739,13067,13067,1276,87,9.3,13067
29039,Xaloztoc,16673,17110,17110,766,18,7.7,17110,18808,19297,19297,1012,35,8.3,19297
29040,Xaltocan,7350,7521,7521,258,5,7.3,7521,8593,8797,8797,413,16,7.9,8797
29041,Papalotla de Xicohténcatl,21110,21641,21641,1731,48,8.4,21641,23376,23949,23949,2192,118,8.9,23949
29042,Xicohtzinco,9404,9601,9601,942,26,9,9601,10863,11090,11090,1270,71,9.5,11090
29043,Yauhquemehcan,23741,24353,24353,2457,102,9.2,24353,28793,29450,29450,3598,198,9.7,29450
29044,Zacatelco,30752,31505,31505,2507,76,8.5,31505,34038,34836,34836,3471,153,9,34836
29045,Benito Juárez,4375,4496,4496,89,1,6.7,4496,4858,4982,4982,104,3,7.4,4982
29046,Emiliano Zapata,3185,3278,3278,17,0,5.9,3278,3546,3643,3643,49,1,6.6,3643
29047,Lázaro Cárdenas,2165,2232,2232,32,1,6.7,2232,2400,2451,2451,40,1,7.2,2451
29048,La Magdalena Tlaltelulco,12825,13197,13197,676,13,7.7,13197,14367,14782,14782,1026,19,8.3,14782
29049,San Damián Texóloc,3988,4080,4080,501,23,9,4080,4540,4618,4618,664,21,8.8,4618
29050,San Francisco Tetlanohcan,8611,8834,8834,656,14,7.8,8834,8743,8943,8943,867,20,8.5,8943
29051,San Jerónimo Zacualpan,2724,2789,2789,369,10,8.9,2789,3165,3223,3223,492,25,9.5,3223
29052,San José Teacalco,4409,4533,4533,144,3,6.8,4533,4895,5043,5043,169,6,7.3,5043
29053,San Juan Huactzinco,5712,5846,5846,750,8,9.2,5846,5969,6107,6107,924,29,9.6,6107
29054,San Lorenzo Axocomanitla,4204,4301,4301,351,8,8.8,4301,4464,4549,4549,481,15,9.1,4549
29055,San Lucas Tecopilco,2325,2384,2384,114,3,7.2,2384,2505,2560,2560,134,5,7.8,2560
29056,Santa Ana Nopalucan,5372,5484,5484,555,11,8.7,5484,6075,6201,6201,754,21,9.2,6201
29057,Santa Apolonia Teacalco,3412,3487,3487,333,3,8.5,3487,3868,3957,3957,468,12,9.1,3957
29058,Santa Catarina Ayometla,6344,6498,6498,438,11,7.7,6498,7129,7273,7273,615,24,8.3,7273
29059,Santa Cruz Quilehtla,4544,4663,4663,155,6,7.3,4663,5390,5532,5532,221,4,7.7,5532
29060,Santa Isabel Xiloxoxtla,3514,3620,3620,164,1,7.8,3620,3812,3913,3913,239,3,8.4,3913
29996,No especificado,,,,,,,,,,,,,,
29997,Otros estados,,,,,,,,,,,,,,
29998,Otros municipios,,,,,,,,,,,,,,
30001,Acajete,6439,6658,6658,136,5,5.4,6658,7198,7364,7364,273,4,6.1,7364
30002,Acatlán,2532,2588,2588,49,1,5.5,2588,2744,2792,2792,90,2,6.3,2792
30003,Acayucan,70156,71748,71748,5739,130,7.1,71748,74107,75614,75614,6850,293,7.6,75614
30004,Actopan,34135,34786,34786,1289,59,5.7,34786,37340,37954,37954,1631,93,6.3,37954
30005,Acula,4206,4302,4302,86,3,5.3,4302,4594,4692,4692,120,1,5.9,4692
30006,Acultzingo,15845,16366,16366,422,19,5.6,16366,18026,18515,18515,616,33,6.3,18515
30007,Camarón de Tejeda,5060,5168,5168,19,0,4.9,5168,5581,5677,5677,123,4,5.5,5677
30008,Alpatláhuac,7544,7794,7794,107,6,4.2,7794,8352,8560,8560,161,2,5,8560
30009,Alto Lucero de Gutiérrez Barrios,23183,23662,23662,425,9,4.9,23662,25361,25795,25795,675,39,5.6,25795
30010,Altotonga,47543,49192,49192,1376,42,5.1,49192,51686,53102,53102,1863,68,5.7,53102
30011,Alvarado,43088,43997,43997,3457,96,7.2,43997,46541,47379,47379,4650,276,7.7,47379
30012,Amatitlán,6442,6569,6569,221,3,5.6,6569,6844,6962,6962,267,4,6.1,6962
30013,Naranjos Amatlán,23331,23818,23818,2428,79,8.2,23818,24397,24849,24849,3028,159,8.8,24849
30014,Amatlán de los Reyes,33792,34571,34571,1724,22,6.7,34571,37708,38468,38468,2436,72,7.1,38468
30015,Angel R. Cabada,29424,30043,30043,967,21,5.5,30043,30509,31037,31037,1102,73,6,31037
30016,La Antigua,22514,22965,22965,1891,56,7.7,22965,22516,22973,22973,1879,122,8.1,22973
30017,Apazapan,3162,3235,3235,77,0,5.8,3235,3642,3712,3712,146,7,6.7,3712
30018,Aquila,1383,1424,1424,2,0,3.2,1424,1541,1578,1578,5,0,4.2,1578
30019,Astacinga,4037,4160,4160,17,1,3.1,4160,5117,5266,5266,57,1,3.9,5266
30020,Atlahuilco,7396,7667,7667,76,0,3.5,7667,8410,8650,8650,101,1,4.1,8650
30021,Atoyac,19161,19616,19616,1007,18,6.7,19616,20598,21008,21008,1209,52,7.3,21008
30022,Atzacan,15072,15560,15560,388,11,5.6,15560,17295,17748,17748,540,11,6.1,17748
30023,Atzalan,37411,38558,38558,500,7,4.6,38558,42565,43563,43563,640,31,5.2,43563
30024,Tlaltetela,11632,11958,11958,115,2,4.5,11958,12800,13080,13080,149,6,5,13080
30025,Ayahualulco,19371,20012,20012,67,2,3.1,20012,21554,22185,22185,119,3,3.7,22185
30026,Banderilla,15392,15735,15735,1621,122,8.3,15735,18962,19365,19365,2327,236,8.8,19365
30027,Benito Juárez,14065,14507,14507,291,6,5.1,14507,14874,15212,15212,392,13,5.7,15212
30028,Boca del Río,126124,128320,128320,23580,1493,9.8,128320,121936,123781,123781,25048,2814,10.2,123781
30029,Calcahualco,10169,10571,10571,38,0,3.5,10571,10903,11304,11304,53,3,4.2,11304
