Clave,Nombre,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos,Total delitos,Daño en las cosas,Delitos sexuales,Homicidio,Lesiones,Robo,Otros delitos
30009,Alto Lucero de Gutiérrez Barrios,93,16,5,5,17,9,41,70,11,1,7,10,12,29,80,13,4,4,13,8,38,104,16,5,3,9,19,52,95,12,5,5,16,12,45,91,17,3,2,11,22,36
30010,Altotonga,308,24,16,16,42,85,125,105,5,13,9,19,10,49,188,21,21,9,24,40,73,193,17,11,13,26,41,85,164,15,18,15,19,25,72,145,17,10,14,10,36,58
30011,Alvarado,467,65,8,12,117,112,153,461,77,6,15,99,134,130,528,73,10,15,93,162,175,757,89,11,10,163,215,269,675,69,32,9,151,189,225,523,59,8,11,93,196,156
30012,Amatitlán,44,8,0,1,8,6,21,40,7,1,1,12,8,11,30,5,0,3,2,11,9,24,1,0,2,7,5,9,37,3,2,0,9,6,17,22,1,1,4,5,6,5
30013,Naranjos Amatlán,81,6,3,1,8,23,40,100,15,2,4,13,17,49,156,18,5,6,14,44,69,93,7,1,1,7,25,52,78,18,2,2,15,10,31,80,10,2,3,11,10,44
30014,Amatlán de los Reyes,177,30,7,5,41,34,60,160,26,5,7,22,45,55,203,42,4,9,30,64,54,216,54,10,10,30,61,51,161,29,19,6,17,37,53,133,18,11,7,19,32,46
30015,Angel R. Cabada,165,21,16,7,16,20,85,146,18,7,9,21,38,53,119,20,3,3,24,26,43,211,20,12,3,35,76,65,211,30,5,6,26,59,85,109,10,7,0,9,25,58
30016,La Antigua,356,67,7,15,58,133,76,413,75,9,21,58,145,105,450,61,3,12,71,196,107,528,102,2,19,90,206,109,488,79,5,16,79,165,144,373,58,3,19,49,118,126
30017,Apazapan,3,0,0,0,1,1,1,5,1,0,0,1,0,3,12,2,0,0,1,3,6,15,1,0,2,2,5,5,21,2,0,0,2,10,7,9,0,0,0,1,4,4
30018,Aquila,5,0,0,1,2,0,2,1,0,0,0,0,1,0,4,0,0,0,1,3,0,8,0,0,0,1,3,4,6,0,0,0,3,2,1,17,1,0,1,6,4,5
30019,Astacinga,8,1,0,0,1,0,6,8,1,0,0,3,1,3,9,3,2,0,3,0,1,12,2,2,0,0,1,7,18,2,2,2,4,2,6,13,1,2,0,4,3,3
30020,Atlahuilco,25,2,2,0,2,4,15,32,9,0,2,12,1,8,11,1,2,0,0,4,4,10,1,1,0,2,1,5,8,0,0,0,4,1,3,16,3,2,0,5,2,4
30021,Atoyac,82,10,4,4,14,20,30,110,13,6,3,24,20,44,102,14,12,4,18,17,37,182,21,8,5,55,40,53,104,8,9,4,28,11,44,109,15,13,1,13,22,45
30022,Atzacan,64,8,6,1,21,9,19,92,11,1,3,37,15,25,76,6,0,1,26,16,27,67,9,1,1,26,9,21,70,5,3,4,20,17,21,74,7,2,2,18,16,29
30023,Atzalan,262,27,15,17,44,50,109,81,5,6,6,9,19,36,122,10,13,13,30,21,35,90,3,8,9,15,19,36,105,7,8,12,17,12,49,100,5,9,15,19,17,35
30024,Tlaltetela,35,2,3,2,9,9,10,39,7,1,1,8,5,17,38,4,5,3,17,0,9,54,6,0,5,14,12,17,47,14,1,1,13,4,14,31,4,0,2,3,8,14
30025,Ayahualulco,15,1,0,0,2,2,10,20,1,1,0,0,3,15,19,7,0,0,4,2,6,44,6,2,3,9,5,19,34,5,1,1,4,1,22,22,2,2,1,2,3,12
30026,Banderilla,208,27,5,3,33,63,77,203,33,6,3,40,43,78,231,36,10,2,37,37,109,228,32,12,3,37,51,93,219,25,13,3,41,38,99,209,23,5,3,43,62,73
30027,Benito Juárez,13,1,3,0,1,2,6,6,1,1,0,1,0,3,5,1,0,0,0,1,3,12,1,0,1,1,3,6,26,6,0,1,5,4,10,31,5,2,2,12,3,7
30028,Boca del Río,2922,499,24,32,481,1026,860,3054,492,11,26,480,853,1192,3314,484,13,41,463,930,1383,3054,507,29,34,435,876,1173,2775,383,36,40,355,899,1062,2065,229,48,16,253,876,643
30029,Calcahualco,31,2,9,1,10,3,6,22,1,4,1,9,3,4,27,2,3,3,7,4,8,25,5,1,2,4,3,10,22,4,0,0,3,6,9,18,2,0,2,2,5,7
30030,Camerino Z. Mendoza,384,57,13,14,75,88,137,421,62,6,9,87,126,131,432,67,9,8,99,112,137,450,76,11,11,104,128,120,443,86,11,11,75,138,122,338,38,9,2,63,132,94
30031,Carrillo Puerto,33,9,3,3,4,3,11,18,4,1,1,2,2,8,31,6,4,1,3,3,14,66,14,1,0,16,19,16,31,7,6,5,2,3,8,34,5,4,1,3,9,12
30032,Catemaco,363,30,7,5,61,86,174,254,33,11,4,54,49,103,247,25,17,4,64,29,108,216,18,16,3,34,54,91,197,17,10,5,27,37,101,185,10,14,4,21,32,104
30033,Cazones de Herrera,44,4,6,2,12,6,14,43,2,4,1,11,7,18,33,1,11,1,5,2,13,38,5,5,1,10,2,15,59,9,4,2,8,15,21,160,20,11,4,11,74,40
30034,Cerro Azul,67,2,6,2,14,14,29,117,10,4,1,20,36,46,54,2,10,2,6,8,26,59,3,8,1,10,14,23,59,7,4,1,10,15,22,127,15,3,0,19,47,43
30035,Citlaltépetl,32,4,4,1,0,7,16,22,2,4,0,2,3,11,13,2,0,0,0,6,5,10,0,0,0,1,6,3,9,0,0,1,1,1,6,16,1,1,1,1,2,10
30036,Coacoatzintla,45,1,5,4,7,5,23,31,2,3,0,8,3,15,24,0,2,1,7,2,12,42,3,6,0,10,1,22,43,4,0,1,10,7,21,38,1,2,2,3,10,20
30037,Coahuitlán,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30038,Coatepec,857,106,31,15,145,263,297,1035,144,16,9,195,307,364,1108,175,18,12,243,291,369,1238,187,26,17,202,371,435,1264,183,16,15,247,319,484,1061,121,21,10,219,337,353
30039,Coatzacoalcos,4415,551,136,61,773,1280,1614,4960,632,135,47,739,1544,1863,5782,718,154,49,929,1828,2104,5504,642,147,68,875,1894,1878,5196,624,162,59,730,1717,1904,4792,548,169,77,623,1719,1656
30040,Coatzintla,163,17,11,3,34,43,55,183,25,11,1,39,34,73,228,28,21,3,40,51,85,192,23,25,5,25,42,72,197,19,21,4,40,39,74,188,16,16,3,24,41,88
30041,Coetzala,3,0,0,0,2,0,1,6,2,0,0,3,0,1,8,1,0,0,3,0,4,5,1,0,1,1,1,1,16,1,0,0,5,7,3,5,0,0,0,2,2,1
30042,Colipa,31,6,1,0,2,7,15,11,1,1,1,1,3,4,16,2,1,2,1,0,10,20,4,2,0,2,6,6,8,1,1,1,0,2,3,17,0,1,1,3,4,8
30043,Comapa,67,9,5,5,21,3,24,54,10,2,3,16,12,11,45,5,2,5,15,2,16,43,3,2,1,17,3,17,48,8,2,0,13,6,19,54,10,4,4,9,4,23
30044,Córdoba,2607,402,55,35,485,695,935,3033,473,80,43,561,859,1017,3234,461,70,34,519,1038,1112,3839,470,84,41,546,1326,1372,3947,449,79,52,594,1414,1359,3242,321,94,36,450,1318,1023
30045,Cosamaloapan de Carpio,1235,168,26,27,327,260,427,923,131,24,20,224,250,274,898,129,28,30,208,268,235,1042,146,19,29,210,324,314,1167,169,37,45,221,314,381,892,132,14,23,141,297,285
30046,Cosautlán de Carvajal,15,2,0,0,8,1,4,29,2,2,0,9,6,10,30,3,0,1,8,4,14,14,1,1,3,2,2,5,31,4,2,2,8,9,6,33,3,0,1,5,10,14
30047,Coscomatepec,153,17,10,4,54,32,36,133,17,9,5,22,37,43,132,21,9,2,25,22,53,158,27,9,5,26,38,53,107,13,7,10,18,18,41,85,9,7,5,17,16,31
30048,Cosoleacaque,1082,160,26,32,229,271,364,1128,156,22,38,232,328,352,1344,225,39,33,235,395,417,1355,214,30,53,232,407,419,1324,215,26,37,242,396,408,1144,173,30,27,179,383,352
30049,Cotaxtla,49,6,3,3,7,15,15,38,4,0,3,7,9,15,45,2,4,3,5,14,17,58,8,1,6,7,20,16,76,7,2,4,10,20,33,63,5,2,5,11,26,14
30050,Coxquihui,17,2,0,2,6,4,3,17,2,2,0,4,4,5,26,2,2,1,4,2,15,25,1,5,1,5,2,11,12,0,2,1,3,2,4,36,4,3,1,10,4,14
30051,Coyutla,65,13,2,2,11,15,22,54,11,1,1,9,17,15,33,6,2,1,4,3,17,48,4,6,2,9,12,15,40,4,0,4,5,8,19,50,8,7,3,6,7,19
30052,Cuichapa,47,2,0,2,17,9,17,25,1,4,0,4,3,13,40,7,3,2,5,16,7,41,4,1,2,1,18,15,25,1,2,1,9,3,9,22,1,2,0,7,3,9
30053,Cuitláhuac,139,32,2,9,25,28,43,156,47,11,11,15,37,35,159,40,6,22,21,46,24,204,49,9,16,25,70,35,202,47,7,25,20,62,41,156,45,7,21,11,42,30
30054,Chacaltianguis,35,1,1,1,8,6,18,29,5,2,1,5,9,7,38,3,1,1,5,14,14,28,2,3,2,5,3,13,46,7,2,5,8,8,16,34,0,4,1,4,10,15
30055,Chalma,12,3,1,2,0,0,6,33,6,2,1,9,3,12,33,3,2,2,6,6,14,12,2,0,0,3,1,6,16,2,0,0,5,2,7,28,4,2,4,7,1,10
30056,Chiconamel,12,0,0,0,2,0,10,6,0,0,0,3,1,2,13,1,0,2,4,4,2,5,1,1,0,0,0,3,1,0,1,0,0,0,0,6,0,1,0,0,3,2
30057,Chiconquiaco,41,5,3,2,12,1,18,25,1,1,1,8,5,9,38,4,1,1,6,9,17,25,0,1,1,5,7,11,43,3,1,1,9,6,23,67,8,5,3,10,18,23
30058,Chicontepec,278,32,14,10,71,24,127,283,27,10,12,76,39,119,365,42,12,19,109,45,138,265,28,24,7,89,30,87,302,30,22,16,83,32,119,187,23,8,9,45,27,75
30059,Chinameca,57,6,2,5,9,4,31,49,3,3,2,6,16,19,73,9,7,1,10,20,26,73,3,6,1,7,14,42,31,1,2,3,6,3,16,51,3,4,1,5,11,27
30060,Chinampa de Gorostiza,50,9,0,3,2,12,24,30,5,0,0,6,5,14,16,1,0,1,2,4,8,5,0,1,0,0,1,3,1,0,0,0,0,1,0,25,2,0,4,3,3,13
30061,Las Choapas,709,74,50,15,106,175,289,745,73,36,21,99,235,281,877,92,26,16,123,306,314,1136,112,52,24,175,396,377,1117,98,65,24,150,320,460,1147,128,59,22,161,355,422
30062,Chocamán,51,8,8,2,10,8,15,39,6,4,0,8,5,16,55,3,5,2,14,12,19,56,4,6,5,9,14,18,67,9,1,3,14,21,19,39,6,2,2,4,14,11
30063,Chontla,8,2,1,0,0,1,4,25,4,2,1,6,2,10,38,5,4,1,5,6,17,24,2,2,2,2,3,13,14,3,1,1,3,3,3,31,4,2,2,3,5,15
30064,Chumatlán,2,0,0,0,1,1,0,2,0,0,0,0,0,2,6,0,4,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,19,3,0,1,3,5,7
30065,Emiliano Zapata,319,42,7,13,49,70,138,353,61,7,10,59,80,136,372,58,15,16,64,83,136,482,77,27,15,81,98,184,475,76,17,11,66,145,160,446,51,14,12,59,147,163
30066,Espinal,67,11,5,1,10,21,19,72,10,3,1,9,31,18,40,3,7,0,7,6,17,41,3,10,4,5,10,9,29,1,3,0,3,3,19,70,9,2,3,16,18,22
30067,Filomeno Mata,1,0,0,0,1,0,0,8,1,0,0,2,1,4,6,2,1,0,1,1,1,2,0,1,0,0,0,1,4,0,1,0,1,0,2,11,1,2,0,3,1,4
30068,Fortín,526,75,17,17,115,146,156,548,89,14,8,79,170,188,595,101,10,13,93,190,188,668,104,13,10,108,210,223,781,118,21,15,118,272,237,625,94,11,14,70,274,162
30069,Gutiérrez Zamora,140,15,6,6,20,60,33,55,9,4,0,12,14,16,69,5,8,5,6,19,26,56,3,9,0,8,16,20,47,3,6,2,8,9,19,78,13,4,0,10,34,17
30070,Hidalgotitlán,21,1,3,7,3,3,4,17,2,2,3,2,4,4,25,2,6,1,3,6,7,34,5,8,0,4,2,15,21,1,1,0,4,4,11,11,0,3,1,2,2,3
30071,Huatusco,437,49,23,9,115,77,164,403,42,10,5,98,102,146,472,58,19,5,103,113,174,537,57,25,9,93,177,176,690,86,34,9,126,160,275,521,51,22,7,88,171,182
30072,Huayacocotla,121,12,8,3,24,18,56,211,21,7,11,60,36,76,145,12,4,6,34,29,60,142,13,8,13,36,28,44,200,13,7,13,37,53,77,107,5,6,4,16,40,36
30073,Hueyapan de Ocampo,180,22,9,9,23,35,82,88,8,7,6,12,23,32,90,14,5,5,21,18,27,125,12,12,3,17,31,50,172,30,10,5,36,32,59,78,10,5,4,11,12,36
30074,Huiloapan de Cuauhtémoc,48,6,2,1,12,14,13,41,4,2,2,9,6,18,47,3,0,0,11,16,17,62,11,4,4,11,10,22,33,6,1,3,11,8,4,23,0,0,0,8,6,9
30075,Ignacio de la Llave,51,5,2,4,10,17,13,49,7,2,3,8,15,14,87,7,2,2,21,27,28,81,6,6,4,11,25,29,78,5,4,0,20,17,32,72,9,6,6,12,20,19
30076,Ilamatlán,1,0,0,0,1,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5,0,0,0,3,1,1,26,3,1,0,8,3,11
30077,Isla,481,56,12,17,107,142,147,412,59,7,15,91,130,110,402,56,8,27,67,140,104,465,66,12,24,70,166,127,399,65,12,18,51,155,98,415,50,20,23,45,182,95
30078,Ixcatepec,14,0,1,2,3,2,6,27,7,2,4,5,1,8,31,4,1,0,3,12,11,12,2,1,1,2,1,5,36,5,1,2,4,5,19,39,2,2,0,7,1,27
30079,Ixhuacán de los Reyes,13,1,0,0,1,3,8,22,1,0,0,3,8,10,28,2,1,1,6,5,13,24,4,3,0,5,1,11,34,2,2,0,2,17,11,31,5,1,2,5,10,8
30080,Ixhuatlán del Café,54,7,7,2,11,6,21,62,7,4,0,15,9,27,96,12,6,2,28,11,37,71,5,3,0,21,10,32,76,10,3,4,15,14,30,76,7,1,3,21,21,23
30081,Ixhuatlancillo,107,13,3,1,25,14,51,143,11,10,4,38,24,56,121,10,6,0,30,25,50,92,7,5,3,18,24,35,120,12,4,2,20,40,42,137,10,5,0,26,30,66
30082,Ixhuatlán del Sureste,65,3,4,2,8,19,29,70,5,7,2,6,19,31,65,9,7,2,6,17,24,83,10,0,2,15,20,36,68,7,5,0,13,12,31,41,4,9,3,7,3,15
30083,Ixhuatlán de Madero,38,2,2,0,11,6,17,21,0,2,0,5,2,12,15,0,2,2,2,1,8,33,2,1,3,4,4,19,31,0,2,0,7,6,16,80,9,3,3,25,7,33
30084,Ixmatlahuacan,33,2,1,0,8,6,16,16,1,0,0,2,5,8,20,2,0,1,2,10,5,37,3,6,1,5,10,12,20,1,2,1,3,3,10,18,1,1,0,1,11,4
30085,Ixtaczoquitlán,231,18,14,8,53,63,75,195,23,14,5,41,44,68,157,13,16,9,37,24,58,135,18,15,9,25,21,47,133,7,14,7,35,18,52,128,5,7,6,24,20,66
30086,Jalacingo,253,13,17,3,56,53,111,264,19,8,6,41,73,117,213,13,10,6,34,40,110,234,18,10,12,46,58,90,181,10,6,6,25,45,89,167,8,6,11,32,44,66
30087,Xalapa,9255,1089,203,84,1623,2260,3996,9290,1236,228,73,1603,2272,3878,9889,1269,216,92,1601,2634,4077,10604,1318,226,77,1638,3004,4341,10415,1264,265,77,1595,3091,4123,9746,998,191,59,1300,3520,3678
30088,Jalcomulco,9,3,0,0,2,1,3,9,0,1,1,1,2,4,11,3,0,0,1,3,4,17,2,0,1,1,3,10,26,6,1,2,4,4,9,17,1,1,1,4,4,6
30089,Jáltipan,273,41,9,7,44,81,91,349,51,16,7,60,100,115,369,51,8,9,65,95,141,385,46,13,10,52,114,150,395,42,5,10,55,100,183,386,33,16,8,43,126,160
30090,Jamapa,21,0,3,0,6,5,7,39,3,4,1,10,11,10,24,4,1,0,5,8,6,25,3,2,1,6,3,10,53,7,6,1,12,9,18,53,2,5,0,7,11,28
30091,Jesús Carranza,95,13,2,1,18,22,39,104,13,5,6,17,34,29,134,16,6,8,23,24,57,255,31,14,6,27,72,105,189,28,11,4,30,34,82,173,18,6,2,18,63,66
30092,Xico,93,10,4,2,11,21,45,132,17,5,0,19,36,55,108,9,5,2,21,33,38,112,11,3,2,21,19,56,101,7,9,4,15,13,53,82,4,3,1,12,12,50
30093,Jilotepec,57,9,3,2,9,4,30,68,4,7,3,9,8,37,58,9,4,3,14,6,22,70,10,10,2,17,5,26,89,11,2,3,20,14,39,77,9,3,0,19,12,34
30094,Juan Rodríguez Clara,138,8,15,6,17,36,56,79,8,6,0,3,34,28,86,8,5,3,7,30,33,62,5,7,4,5,18,23,63,10,7,5,9,8,24,56,6,2,2,8,7,31
30095,Juchique de Ferrer,58,4,6,1,5,17,25,20,4,4,0,5,1,6,37,5,1,1,3,14,13,26,2,2,0,1,7,14,20,1,1,1,3,2,12,64,6,6,1,9,24,18
30096,Landero y Coss,7,0,0,0,2,3,2,3,0,0,0,0,2,1,5,3,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,4,1,0,0,1,0,2
30097,Lerdo de Tejada,169,21,6,6,24,46,66,137,12,8,2,29,29,57,115,15,10,4,17,34,35,146,12,7,3,22,36,66,191,25,5,4,29,41,87,109,15,3,5,21,27,38
30098,Magdalena,3,0,0,0,1,0,2,2,0,1,0,1,0,0,7,1,2,1,1,0,2,7,1,0,0,2,0,4,9,0,3,0,2,1,3,8,0,0,1,2,2,3
30099,Maltrata,50,13,1,2,9,9,16,92,19,2,5,16,22,28,67,16,2,4,15,19,11,84,14,8,3,20,14,25,97,21,3,5,15,26,27,92,20,1,6,8,36,21
30100,Manlio Fabio Altamirano,44,8,3,6,8,4,15,55,5,2,3,13,13,19,57,3,3,6,17,15,13,33,4,2,0,7,3,17,57,6,4,2,13,10,22,98,8,4,7,19,27,33
30101,Mariano Escobedo,137,12,2,4,37,36,46,123,8,6,4,29,27,49,163,24,7,4,46,21,61,151,11,5,9,40,36,50,160,16,12,3,35,31,63,130,14,4,0,25,35,52
30102,Martínez de la Torre,1413,138,68,26,272,384,525,1405,148,53,41,268,371,524,1545,142,66,32,287,405,613,1723,181,66,23,336,439,678,1854,166,49,37,360,527,715,1704,132,71,29,261,562,649
30103,Mecatlán,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,1,0,2,3,0,1,0,0,0,2,2,1,0,0,0,0,1,6,1,0,0,3,0,2
30104,Mecayapan,121,12,11,3,30,11,54,87,9,3,4,24,14,33,105,13,9,1,27,5,50,150,22,10,2,26,16,74,82,12,1,2,18,13,36,75,8,3,0,17,3,44
30105,Medellín,300,34,13,9,49,117,78,293,39,7,9,49,117,72,283,27,9,5,62,111,69,205,17,10,2,25,78,73,530,48,22,12,63,195,190,332,26,26,7,34,107,132
30106,Miahuatlán,32,1,0,2,6,4,19,26,5,0,0,2,3,16,30,5,1,1,4,7,12,6,1,0,0,1,1,3,10,0,0,0,2,2,6,17,1,1,0,4,4,7
30107,Las Minas,13,1,0,1,7,1,3,5,0,0,1,1,1,2,16,1,0,3,3,3,6,11,1,0,0,4,1,5,11,1,1,0,4,4,1,11,0,0,2,3,4,2
30108,Minatitlán,1691,241,42,25,279,515,589,1651,239,61,25,217,556,553,2151,311,56,46,283,806,649,2373,317,84,30,327,893,722,2280,267,62,24,339,832,756,2054,221,78,20,321,810,604
30109,Misantla,703,64,42,20,153,149,275,766,76,54,32,135,200,269,564,62,30,20,75,170,207,602,65,29,21,96,172,219,756,102,34,22,111,191,296,637,45,35,15,73,195,274
30110,Mixtla de Altamirano,51,5,8,1,11,14,12,15,1,2,1,4,1,6,15,2,2,0,6,1,4,25,3,3,3,8,0,8,44,4,2,1,16,4,17,58,1,3,1,15,6,32
30111,Moloacán,75,6,9,5,11,21,23,84,7,7,4,14,22,30,47,3,12,0,5,15,12,62,9,8,3,5,12,25,58,8,7,2,12,12,17,35,1,4,3,7,8,12
30112,Naolinco,183,21,5,6,26,35,90,146,12,4,1,26,34,69,155,16,2,2,20,32,83,175,27,1,5,39,40,63,187,16,4,3,41,40,83,178,18,3,7,26,63,61
30113,Naranjal,7,0,0,0,3,1,3,11,2,2,1,1,0,5,3,1,1,0,0,0,1,8,1,2,0,1,1,3,17,0,2,1,4,4,6,9,0,0,0,0,1,8
30114,Nautla,75,8,4,4,7,25,27,35,4,3,4,6,6,12,50,8,5,2,6,13,16,56,14,2,6,7,11,16,37,3,8,1,2,1,22,36,0,2,3,3,11,17
30115,Nogales,227,21,8,7,62,39,90,339,33,10,8,65,113,110,272,34,7,6,63,87,75,321,30,14,3,67,110,97,272,27,6,8,59,70,102,203,14,11,4,37,66,71
30116,Oluta,56,2,7,3,9,12,23,66,4,6,2,5,13,36,45,6,4,3,4,4,24,76,5,5,1,8,12,45,57,5,11,1,3,13,24,81,3,8,1,10,13,46
30117,Omealca,104,9,7,1,17,24,46,89,13,3,4,9,31,29,47,3,6,4,8,15,11,49,6,4,1,9,16,13,44,0,6,2,4,7,25,45,4,5,0,4,13,19
30118,Orizaba,1893,233,40,33,459,504,624,2111,299,55,31,447,538,741,2054,287,46,26,475,559,661,2013,269,45,32,375,601,691,1819,241,49,30,347,529,623,1650,193,37,33,272,568,547
30119,Otatitlán,9,0,1,0,0,0,8,51,2,0,2,12,25,10,41,2,3,1,6,12,17,24,2,2,0,2,10,8,30,0,3,2,5,14,6,15,0,0,4,1,5,5
30120,Oteapan,22,3,1,0,4,2,12,44,2,1,4,6,5,26,31,1,4,2,6,4,14,24,2,2,1,3,6,10,25,1,5,1,2,6,10,31,1,6,1,1,5,17
30121,Ozuluama de Mascareñas,222,32,6,8,28,29,119,216,42,9,13,25,48,79,255,40,11,13,34,65,92,366,64,6,21,47,120,108,232,31,5,11,31,68,86,162,28,1,9,22,49,53
30122,Pajapan,45,5,6,2,6,6,20,43,2,11,0,7,7,16,60,8,4,2,7,8,31,62,7,6,3,9,8,29,30,1,5,0,6,2,16,23,1,4,2,4,3,9
30123,Pánuco,1139,142,30,25,250,256,436,953,138,29,20,189,259,318,885,118,29,27,158,227,326,908,139,24,24,168,273,280,1082,142,19,23,204,307,387,1112,99,52,43,168,316,434
30124,Papantla,1342,208,45,38,260,293,498,1213,173,51,38,250,267,434,1345,173,78,29,258,333,474,1490,182,77,35,294,343,559,1558,198,62,46,324,285,643,1322,147,73,28,232,405,437
30125,Paso del Macho,138,29,6,2,37,30,34,150,21,11,11,31,30,46,166,25,0,8,50,37,46,191,19,10,11,43,48,60,186,23,12,8,49,47,47,156,25,9,5,25,41,51
30126,Paso de Ovejas,98,11,5,5,9,39,29,57,12,5,7,11,9,13,41,5,1,3,13,9,10,47,4,2,2,9,6,24,57,8,7,0,10,8,24,55,6,3,1,5,8,32
30127,La Perla,38,3,5,4,10,3,13,47,9,1,2,18,8,9,42,2,6,1,19,3,11,47,0,1,2,15,7,22,37,3,1,1,15,5,12,38,3,3,2,13,5,12
30128,Perote,901,121,26,38,221,256,239,835,119,22,22,185,274,213,922,110,33,12,177,323,267,1076,119,31,26,190,358,352,955,103,17,17,159,364,295,787,79,13,14,137,329,215
30129,Platón Sánchez,18,3,0,0,1,3,11,41,2,2,4,3,14,16,72,3,4,2,6,20,37,36,6,2,1,5,14,8,73,6,7,3,10,18,29,77,6,6,6,6,15,38
30130,Playa Vicente,165,20,11,13,33,22,66,216,22,8,16,47,60,63,235,22,7,20,41,79,66,201,28,9,14,31,61,58,309,32,16,14,34,80,133,330,35,13,12,44,97,129
30131,Poza Rica de Hidalgo,3113,627,59,34,555,792,1046,2983,556,45,34,576,719,1053,3585,588,105,42,651,973,1226,3412,524,118,67,564,961,1178,3395,534,122,82,531,1014,1112,3172,393,78,48,414,1309,930
30132,Las Vigas de Ramírez,85,11,1,1,19,32,21,80,5,4,2,13,26,30,74,9,1,1,15,16,32,144,19,6,5,21,39,54,98,9,4,0,23,33,29,144,15,9,4,16,60,40
30133,Pueblo Viejo,574,56,20,5,130,221,142,65,5,3,4,10,15,28,200,24,12,3,29,47,85,45,5,0,0,8,14,18,14,0,1,1,2,2,8,160,21,15,7,19,40,58
30134,Puente Nacional,49,7,0,5,6,11,20,61,5,1,1,8,32,14,101,16,1,5,10,48,21,80,10,1,9,14,27,19,90,18,1,10,12,36,13,101,23,2,8,10,32,26
30135,Rafael Delgado,36,2,6,1,10,1,16,35,1,8,1,13,4,8,29,3,7,0,7,5,7,55,6,4,1,13,17,14,74,7,6,3,17,13,28,73,3,7,2,18,16,27
30136,Rafael Lucio,36,3,3,0,7,4,19,29,4,0,2,7,4,12,54,3,1,1,9,17,23,55,6,0,1,3,25,20,35,1,1,0,6,10,17,48,9,2,1,7,12,17
30137,Los Reyes,12,1,1,1,3,1,5,9,0,0,0,3,0,6,6,0,0,1,3,1,1,13,1,1,1,6,0,4,14,1,5,0,4,2,2,21,1,1,0,6,1,12
30138,Río Blanco,228,18,4,9,71,58,68,249,16,9,7,62,54,101,224,16,14,7,65,40,82,236,14,9,9,69,47,88,269,24,15,10,52,63,105,232,16,13,9,40,67,87
30139,Saltabarranca,50,12,1,0,8,10,19,34,3,2,1,4,10,14,26,4,0,1,5,3,13,19,1,1,0,3,3,11,15,3,3,1,3,0,5,13,2,1,0,1,2,7
30140,San Andrés Tenejapan,1,0,0,1,0,0,0,3,0,0,1,1,0,1,1,0,0,0,0,0,1,5,1,1,0,2,0,1,7,3,1,0,1,1,1,4,0,0,0,1,1,2
30141,San Andrés Tuxtla,1278,126,50,13,290,203,596,1361,121,52,22,315,240,611,1284,125,39,14,281,269,556,1299,158,59,25,268,287,502,1585,185,61,32,310,323,674,1290,113,44,20,216,312,585
30142,San Juan Evangelista,67,6,4,3,9,8,37,36,1,2,3,5,11,14,80,7,7,1,16,14,35,73,5,8,5,6,20,29,61,4,6,1,4,11,35,60,4,4,2,8,8,34
30143,Santiago Tuxtla,189,17,10,9,33,36,84,144,22,5,4,27,32,54,109,15,11,5,19,17,42,179,21,10,7,29,30,82,212,30,12,6,29,39,96,235,34,12,9,33,53,94
30144,Sayula de Alemán,142,23,4,6,22,27,60,130,19,10,5,21,37,38,132,21,7,6,12,46,40,65,4,3,2,4,19,33,65,8,10,4,5,9,29,75,3,12,4,8,12,36
30145,Soconusco,21,1,2,0,1,5,12,45,6,1,2,8,6,22,44,2,6,1,4,6,25,55,1,4,0,2,11,37,27,1,3,1,2,11,9,30,1,2,2,5,5,15
30146,Sochiapa,30,1,0,1,11,2,15,51,5,4,4,13,6,19,40,4,0,3,10,10,13,53,8,2,4,14,9,16,55,4,3,4,6,6,32,10,1,0,1,2,2,4
30147,Soledad Atzompa,6,0,2,0,1,0,3,8,1,0,2,1,0,4,23,4,5,0,7,1,6,11,1,0,0,3,1,6,15,0,3,1,4,0,7,22,1,2,1,4,2,12
30148,Soledad de Doblado,123,17,5,6,27,31,37,68,9,5,2,16,13,23,44,2,3,3,7,7,22,31,2,2,1,8,4,14,70,7,7,4,15,7,30,317,39,3,14,47,119,95
30149,Soteapan,27,4,4,0,6,1,12,38,3,5,2,8,1,19,28,3,6,0,7,1,11,49,7,6,1,8,3,24,51,3,5,0,8,3,32,86,14,10,3,15,7,37
30150,Tamalín,30,3,0,0,5,4,18,28,3,2,0,4,3,16,14,1,0,0,1,3,9,13,1,0,1,0,4,7,18,2,0,0,2,4,10,24,2,1,0,3,5,13
